27	2	There is a television in the room.
27	3	The television is near the window.
27	4	There are some magazines on the television.
27	5	There is a table in the room.
27	6	There are some newspapers on the table.
27	7	There are some armchairs in the room.
27	8	The armchairs are near the table.
27	9	There is a stereo in the room.
27	10	The stereo is near the door.
27	11	There are some books on the stereo.
27	12	There are some pictures in the room.
27	13	The pictures are on the wall.
29	1	Come in, Amy.
29	2	Shut the door, please.
29	3	This bedroom's very untidy.
29	4	What must I do, Mrs. Jones?
29	5	Open the window and air the room.
29	6	Then put these clothes in the wardrobe.
29	7	Then make the bed.
29	8	Dust the dressing table.
29	9	Then sweep the floor.
29	10	Right.
31	1	Where's Sally, Jack?
31	2	She's in the garden, Jean.
31	3	What's she doing?
31	4	She's sitting under the tree.
31	5	Is Tim in the garden, too?
31	6	Yes, he is. He's climbing the tree.
31	7	I beg your pardon?
31	8	Who's climbing the tree?
31	9	Tim is.
31	10	What about the dog?
31	11	The dog's in the garden, too. It's running across the grass. It's running after a cat.
33	1	It's a fine day today.
33	2	There are some clouds in the sky, but the sun is shining.
33	3	Mr. Jones is with his family.
33	4	They are walking over the bridge.
33	5	There are some boats on the river.
33	6	Mr. Jones and his wife are looking at them.
33	7	Sally is looking at a big ship.
33	8	The ship is going under the bridge.
33	9	Tim is looking at an aeroplane.
33	10	The aeroplane is flying over the river.
35	1	This is a photograph of our village.
35	2	Our village is in a valley.
35	3	It is between two hills.
35	4	The village is on a river.
35	5	Here is another photograph of the village.
35	6	My wife and I are walking along the banks of the river.
35	7	We are on the left.
35	8	There is a boy in the water.
35	9	He is swimming across the river.
35	10	Here is another photograph.
35	11	This is the school building.
35	12	It is beside a park.
35	13	The park is on the right.
35	14	Some children are coming out of the building.
35	15	Some of them are going into the park.
37	1	What are you going to do, George?
37	2	I'm going to paint this bookcase.
37	3	What colour are you going to paint it?
37	4	I'm going to paint it pink.
37	5	Pink!
37	6	This bookcase isn't for me. It's for my daughter, Susan. Pink's her favourite colour.
39	1	What are you going to do with that vase, Penny?
39	2	I'm going to put it on this table, Sam.
39	3	Don't do that. Give it to me.
39	4	What are you going to do with it?
39	5	I'm going to put it here, in front of the window.
39	6	Be careful! Don't drop it!
39	7	Don't put it there, Sam. Put it on the shelf.
39	8	All right, Sam.
39	9	There we are! It's a lovely vase.
39	10	Those flowers are lovely, too.
41	1	Is that bag heavy, Penny?
41	2	Not very.
41	3	Here! Put it on this chair. What's in it?
41	4	A piece of cheese.
41	5	A loaf of bread.
41	6	A bar of soap.
41	7	A bar of chocolate.
41	8	A bottle of milk.
41	9	A pound of sugar.
41	10	Half a pound of coffee.
41	11	A quarter of a pound of tea.
41	12	And a tin of tobacco.
41	13	Is that tin of tobacco for me?
41	14	Well, it's certainly not for me!
43	1	Can you make the tea, Sam?
43	2	Yes, of course I can, Penny.
43	3	Is there any water in this kettle?
43	4	Yes, there is.
43	5	Where's the tea?
43	6	It's over there, behind the teapot.
43	7	Can you see it?
43	8	I can see the teapot, but I can't see the tea.
43	9	There it is! It's in front of you!
43	10	Ah yes, I can see it now. Where are the cups?
43	11	There are some in the cupboard.
43	12	Can you find them?
43	13	Yes. Here they are.
43	14	Hurry up, Sam. The kettle's boiling!
45	1	Can you come here a minute please, Bob?
45	2	Yes, sir?
45	3	Where's Pamela?
45	4	She's next door. She's in her office, sir.
45	5	Can she type this letter for me?
45	6	Ask her please, Bob.
45	7	Yes, sir.
45	8	Pamela, can you type this letter for the boss please?
45	9	Yes, of course I can.
45	10	Here you are.
45	11	Thank you, Pamela.
45	12	Bob!
45	13	Yes, sir?
45	14	Can you take this letter to her?
45	15	I can't type this letter.
45	16	Why can't you?
45	17	I can't read it! The boss's handwriting is terrible!
47	1	Do you like coffee, Ann?
47	2	Yes, I do.
47	3	Do you want a cup?
47	4	Yes, please, Christine.
47	5	Would you like a cup of coffee?
47	6	Yes, please.
47	7	Do you want any sugar?
47	8	Yes, please.
47	9	Do you want any milk?
47	10	No, thank you. I don't like milk in my coffee. I like black coffee.
47	11	Do you like biscuits?
47	12	Yes.
47	13	Do you want one?
47	14	Yes, please.
49	1	Do you want any meat today, Mrs. Bird?
49	2	Yes, please.
49	3	Do you want beef or lamb?
49	4	Beef, please.
49	5	This lamb's very good.
49	6	I like lamb, but my husband doesn't.
49	7	What about some steak? This is a nice piece.
49	8	Give me that piece, please.
49	9	And a pound of mince, too.
49	10	Do you want a chicken, Mrs. Bird? They're very nice.
49	11	No, thank you.
49	12	My husband likes steak, but he doesn't like chicken.
49	13	To tell you the truth, Mrs. Bird, I don't like chicken either!
51	1	Where do you come from?
51	2	I come from Greece.
51	3	What's the climate like in your country?
51	4	It's very pleasant.
51	5	What's the weather like in spring?
51	6	It's often windy in March. It's always warm in April and May, but it rains sometimes.
51	7	What's it like in summer?
51	8	It's always hot in June, July and August. The sun shines every day.
51	9	Is it cold or warm in autumn?
51	10	It's always warm in September and October. It's often cold in November and it rains sometimes.
51	11	Is it very cold in winter?
51	12	It's often cold in December, January and February. It snows sometimes.
53	1	Where do you come from?
53	2	I come from England.
53	3	What's the climate like in your country?
53	4	It's mild, but it's not always pleasant.
53	5	The weather's often cold in the North and windy in the East. It's often wet in the West and sometimes warm in the South.
53	6	Which seasons do you like best?
53	7	I like spring and summer. The days are long and the nights are short. The sun rises early and sets late.
53	8	I don't like autumn and winter. The days are short and the nights are long. The sun rises late and sets early. Our climate is not very good, but it's certainly interesting.
55	1	The Sawyers live at 87 King Street.
55	2	In the morning, Mr. Sawyer goes to work and the children go to school. Their father takes them to school every day.
55	3	Mrs. Sawyer stays at home every day. She does the housework. She always eats her lunch at noon.
55	4	In the afternoon, she usually sees her friends. They often drink tea together.
55	5	In the evening, the children come home from school. They arrive home early. Mr. Sawyer comes home from work. He arrives home late.
55	6	At night, the children always do their homework. Then they go to bed. Mr. Sawyer usually reads his newspaper, but sometimes he and his wife watch television.
57	1	It is eight o'clock. The children go to school by car every day, but today, they are going to school on foot.
57	2	It is ten o'clock. Mrs. Sawyer usually stays at home in the morning, but this morning, she is going to the shops.
57	3	It is four o'clock. In the afternoon, Mrs. Sawyer usually drinks tea in the living room. But this afternoon, she is drinking tea in the garden.
57	4	It is six o'clock. In the evening, the children usually do their homework, but this evening, they are not doing their homework. At the moment, they are playing in the garden.
57	5	It is nine o'clock. Mr. Sawyer usually reads his newspaper at night. But he's not reading his newspaper tonight. At the moment, he's reading an interesting book.
59	1	What's in the bag?
59	2	There's a loaf of bread in the bag.
59	3	Is there any cheese in the bag?
59	4	No, there isn't any cheese in the bag.
59	5	Is there any soap on the dressing table?
59	6	Yes, there's some soap on the dressing table.
59	7	Is there any tobacco in the cupboard?
59	8	No, there isn't any tobacco in the cupboard.
59	9	Is there any water in the bottle?
59	10	Yes, there's some water in the bottle.
61	1	What's the matter with you, Jimmy?
61	2	I feel ill.
61	3	Show me your tongue. Say, Ah.
61	4	What's wrong with him, doctor?
61	5	He has a bad cold, Mr. Williams, so he must stay in bed for a week.
61	6	That's good news for Jimmy.
61	7	Good news? Why?
61	8	Because he doesn't like school!
63	1	How's Jimmy today?
63	2	Better. Thank you, doctor.
63	3	Can I see him please, Mrs. Williams?
63	4	Certainly, doctor. Come upstairs.
63	5	You look very well, Jimmy. You are better now, but you mustn't get up yet. You must stay in bed for another two days.
63	6	The boy mustn't go to school yet, Mr. Williams. And he mustn't eat rich food.
63	7	Does he have a temperature, doctor?
63	8	No, he doesn't.
63	9	Must he stay in bed?
63	10	Yes. He must remain in bed for another two days. He can get up for about two hours each day, but you must keep the room warm.
63	11	Where's Mr. Williams this evening?
63	12	He's in bed, doctor. Can you see him please? He has a bad cold, too!
65	1	What are you going to do this evening, Jill?
65	2	I'm going to meet some friends, Dad.
65	3	You mustn't come home late. You must be home at half past ten.
65	4	I can't get home so early, Dad!
65	5	Can I have the key to the front door please?
65	6	No, you can't.
65	7	Jill's eighteen years old, Tom. She's not a baby. Give her the key.
65	8	She always comes home early.
65	9	Oh, all right!
65	10	Here you are. But you mustn't come home after a quarter past eleven. Do you hear?
65	11	Yes, Dad.
65	12	Thanks, Mum.
65	13	That's all right. Goodbye. Enjoy yourself!
65	14	We always enjoy ourselves, Mum. Bye-bye.
67	1	Where were you at the baker's on Friday?
67	2	I was at the baker's on Friday.
67	3	Were you at the butcher's, too?
67	4	No, I wasn't. I was at the greengrocer's.
67	5	How's Jimmy today?
67	6	He's very well, thank you.
67	7	Was he absent from school last week?
67	8	Yes, he was. He was absent on Monday, Tuesday, Wednesday and Thursday. How are you all keeping?
67	9	Very well, thank you. We're going to spend three days in the country. We're going to stay at my mother's for the weekend.
67	10	Friday, Saturday and Sunday in the country! Aren't you lucky!
69	1	There is a car race near our town every year. In 1995, there was a very big race.
69	2	There were hundreds of people there. My wife and I were at the race. Our friends Julie and Jack were there, too.
69	3	You can see us in the crowd. We are standing on the left.
69	4	There were twenty cars in the race. There were English cars, French cars, German cars, Italian cars, American cars and Japanese cars.
69	5	It was an exciting finish. The winner was Billy Stewart. He was in car number fifteen. Five other cars were just behind him.
69	6	On the way home, my wife said to me, 'Don't drive so quickly! You're not Billy Stewart!'
71	1	What's Ron Marston like, Pauline?
71	2	He's awful! He telephoned me four times yesterday, and three times the day before yesterday.
71	3	He telephoned the office yesterday morning and yesterday afternoon. My boss answered the telephone.
71	4	What did your boss say to him?
71	5	He said, 'Pauline is typing letters. She can't speak to you now!'
71	6	Then I arrived home at six o'clock yesterday evening. He telephoned again. But I didn't answer the phone!
71	7	Did he telephone last night?
71	8	Yes, he did. He telephoned at nine o'clock.
71	9	What did you say to him?
71	10	I said, 'This is Pauline's mother. Please don't telephone my daughter again!'
71	11	Did he telephone again?
71	12	No, he didn't!
73	1	Last week Mrs. Mills went to London. She does not know London very well, and she lost her way.
73	2	Suddenly, she saw a man near a bus stop. 'I can ask him the way,' she said to herself.
73	3	'Excuse me,' she said. 'Can you tell me the way to King Street, please?'
73	4	The man smiled pleasantly. He did not understand English! He spoke German. He was a tourist.
73	5	Then he put his hand into his pocket, and took out a phrasebook.
73	6	He opened the book and found a phrase. He read the phrase slowly. 'I am sorry,' he said. 'I do not speak English.'
75	1	Do you have any shoes like these?
75	2	What size?
75	3	Size five.
75	4	What colour?
75	5	Black.
75	6	I'm sorry. We don't have any.
75	7	But my sister bought this pair last month.
75	8	Did she buy them here?
75	9	No, she bought them in the U.S.
75	10	We had some shoes like those a month ago, but we don't have any now.
75	11	Can you get a pair for me, please?
75	12	I'm afraid that I can't. They were in fashion last year and the year before last. But they're not in fashion this year.
75	13	These shoes are in fashion now.
75	14	They look very uncomfortable.
75	15	They are very uncomfortable. But women always wear uncomfortable shoes!
77	1	Good morning, Mr. Croft.
77	2	Good morning, nurse. I want to see the dentist, please.
77	3	Do you have an appointment?
77	4	No, I don't.
77	5	Is it urgent?
77	6	Yes, it is. It's very urgent. I feel awful. I have a terrible toothache.
77	7	Can you come at ten a.m.?
77	8	I must see the dentist now, nurse.
77	9	The dentist is very busy at the moment. Can you come at two p.m.?
77	10	That's too late. Can the dentist see me now?
77	11	I'm afraid that he can't, Mr. Croft. Can't you wait till this afternoon?
77	12	I can wait, but my toothache can't!
79	1	What are you doing, Carol?
79	2	I'm making a shopping list, Tom.
79	3	What do we need?
79	4	We need a lot of things this week.
79	5	I must go to the grocer's. We haven't got much tea or coffee, and we haven't got any sugar or jam.
79	6	What about vegetables?
79	7	I must go to the greengrocer's. We haven't got many tomatoes, but we've got a lot of potatoes.
79	8	I must go to the butcher's, too. We need some meat. We haven't got any meat at all.
79	9	Have we got any beer and wine?
79	10	No, we haven't. And I'm not going to get any!
79	11	I hope that you've got some money.
79	12	I haven't got much.
79	13	Well, I haven't got much either!
81	1	Hi, Sam.
81	2	Hi, Carol. Where's Tom?
81	3	He's upstairs. He's having a bath.
81	4	Tom!
81	5	Yes?
81	6	Sam's here.
81	7	I'm nearly ready.
81	8	Hello, Sam. Have a cigarette.
81	9	No, thanks, Tom.
81	10	Have a glass of whisky then.
81	11	OK. Thanks.
81	12	Is dinner ready, Carol?
81	13	It's nearly ready. We can have dinner at seven o'clock.
81	14	Sam and I had lunch together today. We went to a restaurant.
81	15	What did you have?
81	16	We had roast beef and potatoes.
81	17	Oh!
81	18	What's the matter, Carol?
81	19	Well, you're going to have roast beef and potatoes again tonight!
83	1	Hi, Sam.
83	2	Hello, Carol. Where are you going?
83	3	We're going to have a holiday.
83	4	Lucky you! Where are you going to spend your holidays this year, Carol?
83	5	We may go abroad. I'm not sure. My wife wants to go to Egypt. I'd like to go there, too. We haven't been there yet.
83	6	Will you travel by sea or by air?
83	7	We may travel by sea.
83	8	It's cheaper, isn't it?
83	9	It may be cheaper, but it takes a long time.
83	10	I'm sure you'll enjoy yourselves.
83	11	Don't be so sure. We might not go anywhere. My wife's always worried. Who's going to look after the dog? Who's going to look after the house? Who's going to look after the garden? We have this problem every year. In the end, we stay at home and look after everything!
85	1	Have you just been to the cinema?
85	2	Yes, I have.
85	3	What's on?
85	4	'Paris in the Spring'.
85	5	Oh, I've already seen it. I saw it on television last year. It's an old film, but it's very good.
85	6	Paris is a beautiful city.
85	7	I've never been there. Have you ever been there, Ken?
85	8	Yes, I have. I was there in April.
85	9	Paris in the spring, eh?
85	10	It was spring, but the weather was awful. It rained all the time.
85	11	Just like London!
87	1	Is my car ready yet?
87	2	I don't know, sir. What's the number of your car?
87	3	It's LFZ 312 G.
87	4	When did you bring it to us?
87	5	I brought it here three days ago.
87	6	Ah yes, I remember now.
87	7	Have your mechanics finished yet?
87	8	No, they're still working on it. Let's go into the garage and have a look at it.
87	9	Didn't you have a crash?
87	10	That's right. I drove it into a lamp post. Can your mechanics repair it?
87	11	Well, they're trying to repair it, sir. But to tell you the truth, you need a new car.
89	1	Good afternoon. I believe that this house is for sale.
89	2	That's right.
89	3	May I have a look at it please?
89	4	Yes, of course. Come in.
89	5	How long have you lived here?
89	6	I've lived here for twenty years.
89	7	Twenty years! That's a long time.
89	8	Yes, I've been here since 1976.
89	9	Then why do you want to sell it?
89	10	Because I've just retired. I want to buy a small house in the country.
89	11	How much does this house cost?
89	12	£68,500.
89	13	That's a lot of money!
89	14	It's worth every penny of it.
89	15	Well, I like the house, but I can't decide yet. My wife must see it first.
89	16	Women always have the last word.
91	1	Has Ian sold his house yet?
91	2	Yes, he has. He sold it last week.
91	3	Has he moved to his new house yet?
91	4	No, not yet. He's still here. He's going to move tomorrow.
91	5	When? Tomorrow morning?
91	6	No. Tomorrow afternoon. I'll miss him. He has always been a good neighbour.
91	7	He's a very nice person. We'll all miss him.
91	8	When will the new people move into this house?
91	9	I think that they'll move in the day after tomorrow.
91	10	Will you see Ian today, Jenny?
91	11	Yes, I will.
91	12	Please give him my regards.
91	13	Poor Ian! He didn't want to leave this house.
91	14	No, he didn't want to leave, but his wife did!
93	1	Nigel is our new next-door neighbour. He's a pilot.
93	2	He was in the R.A.F.
93	3	He will fly to New York next month.
93	4	The month after next he'll fly to Tokyo.
93	5	At the moment, he's in Madrid. He flew to Spain a week ago.
93	6	He'll return to London the week after next.
93	7	He's only forty-one years old, and he has already been to nearly every country in the world.
93	8	Nigel is a very lucky man. But his wife isn't very lucky. She usually stays at home!
95	1	Two return tickets to London, please.
95	2	What time will the next train leave?
95	3	At nineteen minutes past eight.
95	4	Which platform?
95	5	Platform Two. Over the bridge.
95	6	What time will we arrive in London?
95	7	We'll arrive in London at ten past ten.
95	8	How much are the tickets?
95	9	Twenty pounds, please.
95	10	Here's your change.
95	11	Thank you.
95	12	At what time did the train leave?
95	13	It left five minutes ago! We missed the train!
95	14	There's a train every hour. You just missed this one.
97	1	I bought two expensive dictionaries here half an hour ago, but I forgot to take them with me.
97	2	Who served you, sir?
97	3	The lady who is standing behind the counter.
97	4	Which books did you buy?
97	5	The books which are on the counter.
97	6	Did you serve this gentleman half an hour ago, Caroline? He says he's the man who bought these books.
97	7	I can't remember. The man who I served was wearing a hat.
97	8	Have you got a hat, sir?
97	9	Yes, I have.
97	10	Would you put it on please?
97	11	All right.
97	12	Is this the man that you served, Caroline?
97	13	Yes. I recognize him now.
99	1	What's the matter, Andy?
99	2	I slipped and fell downstairs.
99	3	Have you hurt yourself?
99	4	Yes, I have. I think that I've hurt my back.
99	5	Try and stand up. Can you stand up? Here. Let me help you.
99	6	I'm sorry, Lucy. I'm afraid that I can't get up.
99	7	I think that the doctor had better see you. I'll phone Dr. Carter.
99	8	The doctor says that he will come at once. I'm sure that you need an X-ray, Andy.
101	1	Read Jimmy's card to me please, Penny.
101	2	'I have just arrived in Scotland and I'm staying at a Youth Hostel.'
101	3	Eh?
101	4	He says he's just arrived in Scotland. He says he's staying at a Youth Hostel. You know he's a member of the Y.H.A.
101	5	The what?
101	6	The Y.H.A., Mum. The Youth Hostels Association.
101	7	He says he'll write a letter soon. He hopes we are all well. 'Love, Jimmy.'
101	8	Is that all? He doesn't say very much, does he?
101	9	He can't write very much on a card, Mum.
103	1	How many questions did you get right, Jane?
103	2	I got eighty.
103	3	How about you, Harry?
103	4	I got fifty.
103	5	I got forty-four.
103	6	That's not bad. I think I passed in English and Mathematics. The questions were very easy. How about you, Gary?
103	7	The English and Maths papers weren't easy enough for me. I hope I haven't failed.
103	8	I think I failed the French paper. I could answer sixteen of the questions. They were very easy. But I couldn't answer the rest. They were too difficult for me.
103	9	French tests are awful, aren't they?
103	10	I hate them. I'm sure I've got a low mark.
103	11	Oh, cheer up! Perhaps we didn't do too badly.
103	12	The man next to me wrote his name at the top of the paper.
103	13	Yes?
103	14	Then he sat there and looked at it for three hours! He didn't write a word!
105	1	Where's Sandra, Bob? I want her.
105	2	Do you want to speak to her?
105	3	Yes, I want her to come to my office. Tell her to come at once.
105	4	Sandra, here's a letter for you. I want you to type it again.
105	5	Yes, Mr. Richards. What's wrong with it?
105	6	It's full of mistakes. I want you to correct them.
105	7	Very well, Mr. Richards.
105	8	Here's a little present for you.
105	9	What's this?
105	10	It's a dictionary. I hope it'll help you. Thank you, Mr. Richards.
107	1	Do you like this dress, madam?
107	2	I like the colour very much. It's a lovely dress, but it's too small for me.
107	3	What about this one? It's a lovely dress. It's very smart. Short skirts are in fashion now. Would you like to try it?
107	4	All right.
107	5	I'm afraid this green dress is too small for me as well. It's smaller than the blue one.
107	6	I don't like the colour either. It doesn't suit me at all. I think the blue dress is prettier.
107	7	But the blue one's longer than the green one. I'm afraid the green dress is too short for me.
107	8	Why don't you try on the blue one?
107	9	Yes, that's a good idea.
107	10	I think the blue dress is more beautiful than the green one. And it's bigger, too.
109	1	Shall I make some coffee, Jane?
109	2	That's a good idea, Harry.
109	3	It's ready. Do you want any milk?
109	4	Just a little, please.
109	5	What about some sugar? Two teaspoonfuls?
109	6	No, less than that. One and a half teaspoonfuls, please. That's enough for me.
109	7	That was very nice.
109	8	Would you like another cup?
109	9	Yes, please. I'd like a biscuit too.
109	10	There are only a few left. I'm afraid the tin's nearly empty.
109	11	What a pity!
109	12	It doesn't matter. Have a cigarette.
109	13	No, thanks. I never smoke.
109	14	I have a lot of cigarettes. I smoke a lot.
109	15	Well, I have very few cigarettes. I smoke very little.
111	1	I like this television very much. How much does it cost?
111	2	It's the most expensive model in the shop. It costs five hundred pounds.
111	3	That's too expensive for us. We can't afford all that money.
111	4	This model's less expensive than that one. It's only three hundred pounds. But, of course, it's not as good as the expensive one.
111	5	I don't like this model. The other model's more expensive, but it's worth the money.
111	6	Can we buy it on instalments?
111	7	Of course. You can pay a deposit of thirty pounds, and then fourteen pounds a month for three years.
111	8	Do you want to buy it, dear?
111	9	I certainly do, but I don't like the price. You always want the best, but we can't afford it. Sometimes you think you're a millionaire!
111	10	Millionaires don't buy things on instalments!
113	1	Excuse me. Have you got any small change?
113	2	I'm sorry. I've got none.
113	3	Has anybody got any small change?
113	4	I've got no small change, I'm afraid.
113	5	What about you?
113	6	I haven't got any either.
113	7	Can you change this ten-pound note?
113	8	I'm afraid I can't.
113	9	I've got some small change.
113	10	So have I.
113	11	Give me a pound note, please.
113	12	Here you are.
113	13	Thank you very much.
115	1	Who's there?
115	2	It's me.
115	3	Who's 'me'?
115	4	Polly.
115	5	What are you doing, Polly?
115	6	I'm having tea.
115	7	Come in.
115	8	Thanks.
115	9	Is anyone there?
115	10	No, there's no one. Everyone's out.
115	11	But, look, there's a light on. Someone's knocking at the door.
115	12	There's no one in. Everyone's gone to the cinema.
115	13	Don't be silly, Polly. I know there's someone in.
115	14	Wait a minute. There's someone at the window.
115	15	It's Tom! He's hiding behind the door.
117	1	When I was doing the housework, my husband telephoned me from the office.
117	2	'How's Tommy?' he asked.
117	3	'I'm sorry,' I said. 'He's eating breakfast.'
117	4	'What's he eating?' my husband asked.
117	5	'He's eating a cake,' I answered.
117	6	'Where did he get the cake?' my husband asked.
117	7	'He took it out of the cupboard,' I said.
117	8	When I was cleaning the cupboard, Tommy dropped the cake.
117	9	He ate it all.
119	1	Do you like stories? I want to tell you a true story. It happened to a friend of mine a year ago.
119	2	While my friend, George, was reading in bed, two thieves climbed into his kitchen.
119	3	After they had entered the house, they went into the dining room. It was very dark, so they turned on a torch.
119	4	Suddenly, they heard a voice behind them. 'What's up? What's up?' someone called. The thieves dropped the torch and ran away as quickly as they could.
119	5	George heard the noise and came downstairs quickly. He turned on the light, but he couldn't see anyone. The thieves had already gone.
119	6	But George's parrot, Henry, was still there.
119	7	'What's up, George?' he called.
119	8	'Nothing, Henry,' George said and smiled. 'Go back to sleep.'
121	1	I bought two expensive dictionaries here half an hour ago, but I forgot to take them with me.
121	2	Who served you, sir?
121	3	The lady who is standing behind the counter.
121	4	Which books did you buy?
121	5	The books which are on the counter.
121	6	Did you serve this gentleman half an hour ago, Caroline? He says he's the man who bought these books.
121	7	I can't remember. The man who I served was wearing a hat.
121	8	Have you got a hat, sir?
121	9	Yes, I have.
121	10	Would you put it on please?
121	11	All right.
121	12	Is this the man that you served, Caroline?
121	13	Yes. I recognize him now.
123	1	Look, Scott. This is a photograph I took during my trip to Australia.
123	2	Let me see it, Mike.
123	3	This is a good photograph. Who are these people?
123	4	They're people I met during the trip.
123	5	That's the ship we travelled on.
123	6	What a beautiful ship!
123	7	Who's this?
123	8	That's the man I told you about. Remember?
123	9	Ah yes. The one who offered you a job in Australia.
123	10	That's right.
123	11	Who's this?
123	12	Guess!
123	13	It's not you, is it?
123	14	That's right. I grew a beard during the trip, but I shaved it off when I came home.
123	15	Why did you shave it off?
123	16	My wife didn't like it!
125	1	Can't you come in and have tea now, Peter?
125	2	Not yet. I must water the garden first.
125	3	Do you have to water it now?
125	4	I'm afraid I must. Look at it! It's terribly dry.
125	5	What a nuisance!
125	6	Last summer it was very dry, too. Don't you remember? I had to water it every day.
125	7	Well, I'll have tea by myself.
125	8	That was quick! Have you finished already?
125	9	Yes. Look out of the window. It's raining.
125	10	That means you don't need to water the garden.
125	11	That was a pleasant surprise. It means I can have tea, instead.
127	1	I think she was forty-three at that time.
127	2	She can't have been forty-three. She must have been at least fifty.
127	3	I read she was twenty-nine in 1970.
127	4	She can't have been twenty-nine in 1970. She must have been thirty-nine.
129	1	Look, Gary. That policeman's waving to you. He wants you to stop.
129	2	Where do you think you are? On a race track?
129	3	I must have been driving too fast.
129	4	I was doing eighty miles an hour.
129	5	I won't charge you this time. But you'd better not do it again.
129	6	Thank you. I'll certainly be more careful.
129	7	I told you to drive slowly, Gary.
129	8	You always tell me to drive slowly, darling.
129	9	Well, next time you'd better take my advice!
131	1	Where are you going to spend your holidays this year, Gary?
